Tweet;Language;Sentiment
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
know ill stop argu there obvious point keep think messi goat never chang mind debat also dont care say lost argument nice day;en;0
know ill stop argu there obvious point keep think messi goat never chang mind debat also dont care say lost argument nice day;en;0
know ill stop argu there obvious point keep think messi goat never chang mind debat also dont care say lost argument nice day;en;0
know ill stop argu there obvious point keep think messi goat never chang mind debat also dont care say lost argument nice day;en;0
viniciu messi ronaldo think lionel messi better guy score dribbl provid assi;en;0
viniciu messi ronaldo think lionel messi better guy score dribbl provid assi;en;0
viniciu messi ronaldo think lionel messi better guy score dribbl provid assi;en;0
viniciu messi ronaldo think lionel messi better guy score dribbl provid assi;en;0
definit rashford watch lot messi;en;0
definit rashford watch lot messi;en;0
definit rashford watch lot messi;en;0
definit rashford watch lot messi;en;0
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
record bout broken equal messi;en;0
record bout broken equal messi;en;0
record bout broken equal messi;en;0
record bout broken equal messi;en;0
sport hilal grand rival dal nassr souhaiterait soffrir lionel messi prt offr;fr;0
sport hilal grand rival dal nassr souhaiterait soffrir lionel messi prt offr;fr;0
congratul argentina messi fulfil final dream win world cup argentina well deserv;en;1
congratul argentina messi fulfil final dream win world cup argentina well deserv;en;1
sport hilal grand rival dal nassr souhaiterait soffrir lionel messi prt offr;fr;0
sport hilal grand rival dal nassr souhaiterait soffrir lionel messi prt offr;fr;0
congratul argentina messi fulfil final dream win world cup argentina well deserv;en;1
congratul argentina messi fulfil final dream win world cup argentina well deserv;en;1
messi;fr;0
messi;fr;0
anoth angl lionel messi touch control;en;0
anoth angl lionel messi touch control;en;0
messi;fr;0
messi;fr;0
anoth angl lionel messi touch control;en;0
anoth angl lionel messi touch control;en;0
let honest could wish messi ronaldo entir life youll choos ronaldo;en;1
let honest could wish messi ronaldo entir life youll choos ronaldo;en;1
let honest could wish messi ronaldo entir life youll choos ronaldo;en;1
let honest could wish messi ronaldo entir life youll choos ronaldo;en;1
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
bartomeu laisser messi quitter bara tait erreur historiqu naurai laiss fair;fr;0
bartomeu laisser messi quitter bara tait erreur historiqu naurai laiss fair;fr;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
bartomeu laisser messi quitter bara tait erreur historiqu naurai laiss fair;fr;0
bartomeu laisser messi quitter bara tait erreur historiqu naurai laiss fair;fr;0
lionel messi one month ago;en;0
lionel messi one month ago;en;0
lionel messi one month ago;en;0
lionel messi one month ago;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
reign certain catcher contr rock mme ca dfait rest ermessi tre;fr;0
reign certain catcher contr rock mme ca dfait rest ermessi tre;fr;0
would usual agre simeon aint problem paul like parti clear charact issu unl he messi play like life depend;en;1
would usual agre simeon aint problem paul like parti clear charact issu unl he messi play like life depend;en;1
reign certain catcher contr rock mme ca dfait rest ermessi tre;fr;0
reign certain catcher contr rock mme ca dfait rest ermessi tre;fr;0
would usual agre simeon aint problem paul like parti clear charact issu unl he messi play like life depend;en;1
would usual agre simeon aint problem paul like parti clear charact issu unl he messi play like life depend;en;1
messi rpond contrat record larabi saoudit;fr;0
messi rpond contrat record larabi saoudit;fr;0
lionel messi he genui marcu rashford he offsid;en;0
lionel messi he genui marcu rashford he offsid;en;0
messi rpond contrat record larabi saoudit;fr;0
lionel messi he genui marcu rashford he offsid;en;0
messi rpond contrat record larabi saoudit;fr;0
lionel messi he genui marcu rashford he offsid;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
rig;en;0
rig;en;0
rig;en;0
rig;en;0
messi;en;0
messi;en;0
messi;en;0
messi;en;0
former atletico madrid barcelona midfield arda turan recent reveal tip lionel messi win fifa world cup ahead etern rival cristiano ronaldo;en;1
former atletico madrid barcelona midfield arda turan recent reveal tip lionel messi win fifa world cup ahead etern rival cristiano ronaldo;en;1
former atletico madrid barcelona midfield arda turan recent reveal tip lionel messi win fifa world cup ahead etern rival cristiano ronaldo;en;1
former atletico madrid barcelona midfield arda turan recent reveal tip lionel messi win fifa world cup ahead etern rival cristiano ronaldo;en;1
lionel messi neymar alway sync;en;0
lionel messi neymar alway sync;en;0
lionel messi neymar alway sync;en;0
lionel messi neymar alway sync;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
cristiano ronaldomessi nont jamai mi tripl buffon;fr;0
cristiano ronaldomessi nont jamai mi tripl buffon;fr;0
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
cristiano ronaldomessi nont jamai mi tripl buffon;fr;0
cristiano ronaldomessi nont jamai mi tripl buffon;fr;0
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
wtf say messi play win imagin maradonazidan chanc;en;1
wtf say messi play win imagin maradonazidan chanc;en;1
wtf say messi play win imagin maradonazidan chanc;en;1
wtf say messi play win imagin maradonazidan chanc;en;1
lactuel napolitain peux oublier direct rve cest ral perez sait tkt quil positionn direct dessu politiqu sportiv cest nimport quoi voil pourquoi recrut simplement messi ramo proch retrait;fr;0
lactuel napolitain peux oublier direct rve cest ral perez sait tkt quil positionn direct dessu politiqu sportiv cest nimport quoi voil pourquoi recrut simplement messi ramo proch retrait;fr;0
barcelona fan cant accept messi corrupt moneywhr behind humbl face cring absolut;en;0
lactuel napolitain peux oublier direct rve cest ral perez sait tkt quil positionn direct dessu politiqu sportiv cest nimport quoi voil pourquoi recrut simplement messi ramo proch retrait;fr;0
barcelona fan cant accept messi corrupt moneywhr behind humbl face cring absolut;en;0
lactuel napolitain peux oublier direct rve cest ral perez sait tkt quil positionn direct dessu politiqu sportiv cest nimport quoi voil pourquoi recrut simplement messi ramo proch retrait;fr;0
barcelona fan cant accept messi corrupt moneywhr behind humbl face cring absolut;en;0
barcelona fan cant accept messi corrupt moneywhr behind humbl face cring absolut;en;0
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
messi fake pass nutmeg suarez;en;0
messi champion mond;fr;1
messi champion mond;fr;1
messi play wors player coach ronaldo bar guardiola rooki barca appoint mani top class establish coach messi compar ronaldo let list pleas;en;0
messi play wors player coach ronaldo bar guardiola rooki barca appoint mani top class establish coach messi compar ronaldo let list pleas;en;0
messi champion mond;fr;1
messi champion mond;fr;1
messi play wors player coach ronaldo bar guardiola rooki barca appoint mani top class establish coach messi compar ronaldo let list pleas;en;0
messi play wors player coach ronaldo bar guardiola rooki barca appoint mani top class establish coach messi compar ronaldo let list pleas;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
piqu reaction shakira song show he lost burn bridg everywher goe money first;en;0
piqu reaction shakira song show he lost burn bridg everywher goe money first;en;0
piqu reaction shakira song show he lost burn bridg everywher goe money first;en;0
piqu reaction shakira song show he lost burn bridg everywher goe money first;en;0
last season last time barcelona europa leagu year messi broke first team two year sinc left theyv europa time that need know;en;0
last season last time barcelona europa leagu year messi broke first team two year sinc left theyv europa time that need know;en;0
last season last time barcelona europa leagu year messi broke first team two year sinc left theyv europa time that need know;en;0
last season last time barcelona europa leagu year messi broke first team two year sinc left theyv europa time that need know;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
messi career outsid box goal sinc theyr far doesnt count guess spam far instead take smart shot convert higher;en;0
messi career outsid box goal sinc theyr far doesnt count guess spam far instead take smart shot convert higher;en;0
messi career outsid box goal sinc theyr far doesnt count guess spam far instead take smart shot convert higher;en;0
feur quand cest messi crie nom leternel second;fr;0
messi career outsid box goal sinc theyr far doesnt count guess spam far instead take smart shot convert higher;en;0
feur quand cest messi crie nom leternel second;fr;0
feur quand cest messi crie nom leternel second;fr;0
anoth angl lionel messi touch control;en;0
anoth angl lionel messi touch control;en;0
feur quand cest messi crie nom leternel second;fr;0
anoth angl lionel messi touch control;en;0
anoth angl lionel messi touch control;en;0
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
bro show golden boot ucl best forward show messi better defend van dijk;en;1
bro show golden boot ucl best forward show messi better defend van dijk;en;1
bro show golden boot ucl best forward show messi better defend van dijk;en;1
bro show golden boot ucl best forward show messi better defend van dijk;en;1
podcast twitter tell jose better pep pep cant win ucl without messi singl mention;en;1
podcast twitter tell jose better pep pep cant win ucl without messi singl mention;en;1
podcast twitter tell jose better pep pep cant win ucl without messi singl mention;en;1
podcast twitter tell jose better pep pep cant win ucl without messi singl mention;en;1
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
cristiano ronaldo lionel messi two icon footbal;en;0
cristiano ronaldo lionel messi two icon footbal;en;0
cristiano ronaldo lionel messi two icon footbal;en;0
cristiano ronaldo lionel messi two icon footbal;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
ronaldo idol dor messi take ballon dor world cup there level;en;0
ronaldo idol dor messi take ballon dor world cup there level;en;0
ronaldo idol dor messi take ballon dor world cup there level;en;0
ronaldo idol dor messi take ballon dor world cup there level;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
lot messi fan piti ronaldo fan much nice funni thing ronaldo score penalti;en;0
lot messi fan piti ronaldo fan much nice funni thing ronaldo score penalti;en;0
lot messi fan piti ronaldo fan much nice funni thing ronaldo score penalti;en;0
lot messi fan piti ronaldo fan much nice funni thing ronaldo score penalti;en;0
alway messi;en;0
alway messi;en;0
alway messi;en;0
alway messi;en;0
mbapp messi met first time world cup final;en;0
mbapp messi met first time world cup final;en;0
mbapp messi met first time world cup final;en;0
mbapp messi met first time world cup final;en;0
pendant mdia soutienn messi ronaldo cest street prix;fr;0
pendant mdia soutienn messi ronaldo cest street prix;fr;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
pendant mdia soutienn messi ronaldo cest street prix;fr;0
pendant mdia soutienn messi ronaldo cest street prix;fr;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
messi tax innit;en;0
messi tax innit;en;0
messi tax innit;en;0
messi tax innit;en;0
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
ye said rig world cup messi cuz ronaldo fan cri internet fifa decid delet ronaldo fan happi;en;0
ye said rig world cup messi cuz ronaldo fan cri internet fifa decid delet ronaldo fan happi;en;0
ye said rig world cup messi cuz ronaldo fan cri internet fifa decid delet ronaldo fan happi;en;0
ye said rig world cup messi cuz ronaldo fan cri internet fifa decid delet ronaldo fan happi;en;0
grealish messi celebr come celebr dor well;en;0
Tweet;Language;Sentiment
last day think messi alway give credit anoth player score almost everyth;en;0
last day think messi alway give credit anoth player score almost everyth;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
rien imo rquilibr balanc prenant copa cdm probabl prochain messi devant;fr;0
rien imo rquilibr balanc prenant copa cdm probabl prochain messi devant;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
rien imo rquilibr balanc prenant copa cdm probabl prochain messi devant;fr;0
rien imo rquilibr balanc prenant copa cdm probabl prochain messi devant;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
appar vote toti neymar mbapp messi bellingham modric bruyn;en;0
appar vote toti neymar mbapp messi bellingham modric bruyn;en;0
appar vote toti neymar mbapp messi bellingham modric bruyn;en;0
appar vote toti neymar mbapp messi bellingham modric bruyn;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
messi;fr;0
messi;fr;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
messi;fr;0
messi;fr;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
lionel messi equal cristiano ronaldo goal talli fewer game talk enough;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
yute realli ran straight line tri beat akanji walker lmfao look pass messi bro;en;1
yute realli ran straight line tri beat akanji walker lmfao look pass messi bro;en;1
yute realli ran straight line tri beat akanji walker lmfao look pass messi bro;en;1
yute realli ran straight line tri beat akanji walker lmfao look pass messi bro;en;1
think messi fan deserv lot follow;en;0
think messi fan deserv lot follow;en;0
think messi fan deserv lot follow;en;0
think messi fan deserv lot follow;en;0
azzedin ounahi meilleur dribbleur ligu derrir lionel messi via;fr;0
azzedin ounahi meilleur dribbleur ligu derrir lionel messi via;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
azzedin ounahi meilleur dribbleur ligu derrir lionel messi via;fr;0
azzedin ounahi meilleur dribbleur ligu derrir lionel messi via;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
ronaldo fan still compar ronaldo saudi arabia messi who europ comparison longer who;en;0
best footbal player top nation portug eusebio argentina messi germani muller brazil pele franc zidan england bobbi charlton itali paolo rossi sorri penaldo your even best portugues player time;en;0
best footbal player top nation portug eusebio argentina messi germani muller brazil pele franc zidan england bobbi charlton itali paolo rossi sorri penaldo your even best portugues player time;en;0
best footbal player top nation portug eusebio argentina messi germani muller brazil pele franc zidan england bobbi charlton itali paolo rossi sorri penaldo your even best portugues player time;en;0
best footbal player top nation portug eusebio argentina messi germani muller brazil pele franc zidan england bobbi charlton itali paolo rossi sorri penaldo your even best portugues player time;en;0
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi arabi saoudit fauss rumeur;fr;0
messi arabi saoudit fauss rumeur;fr;0
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
messi arabi saoudit fauss rumeur;fr;0
messi arabi saoudit fauss rumeur;fr;0
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
messi domin south america;en;0
messi domin south america;en;0
messi domin south america;en;0
messi domin south america;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
stat say finish messi better prime ronaldo;en;0
he shit got carri world cup messi save percentag like he good pen;en;0
he shit got carri world cup messi save percentag like he good pen;en;0
he shit got carri world cup messi save percentag like he good pen;en;0
demand romero messi ronaldo;fr;0
demand romero messi ronaldo;fr;0
he shit got carri world cup messi save percentag like he good pen;en;0
pictur one three player big european leagu least goal assist name;en;0
demand romero messi ronaldo;fr;0
demand romero messi ronaldo;fr;0
pictur one three player big european leagu least goal assist name;en;0
pictur one three player big european leagu least goal assist name;en;0
pictur one three player big european leagu least goal assist name;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
lionel messi decid continu europ amp join hilal despit offer highest salari;en;0
kohli person chat messi term peak athletic;en;0
kohli person chat messi term peak athletic;en;0
kohli person chat messi term peak athletic;en;0
kohli person chat messi term peak athletic;en;0
lionel messi amp barcelona fan go sick watch video hilari;en;0
lionel messi amp barcelona fan go sick watch video hilari;en;0
lionel messi amp barcelona fan go sick watch video hilari;en;0
lionel messi amp barcelona fan go sick watch video hilari;en;0
tfaon tout vol messi selon mdrr pitoy;fr;0
tfaon tout vol messi selon mdrr pitoy;fr;0
last time leo messi wasnt top calendar year year ago longev talk;en;0
last time leo messi wasnt top calendar year year ago longev talk;en;0
tfaon tout vol messi selon mdrr pitoy;fr;0
tfaon tout vol messi selon mdrr pitoy;fr;0
last time leo messi wasnt top calendar year year ago longev talk;en;0
Tweet;Language;Sentiment
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
copa america finalissima world cup champion lionel messi psg team match renn;en;1
champion leagu winner research well brother defend messi golden boot best play maker award best player copa america highest goal score club countri that enough win ballon dor without ucl;en;1
champion leagu winner research well brother defend messi golden boot best play maker award best player copa america highest goal score club countri that enough win ballon dor without ucl;en;1
champion leagu winner research well brother defend messi golden boot best play maker award best player copa america highest goal score club countri that enough win ballon dor without ucl;en;1
champion leagu winner research well brother defend messi golden boot best play maker award best player copa america highest goal score club countri that enough win ballon dor without ucl;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
messi win argentina first world cup sinc napoli top seri ten point diego maradona would;en;1
rohit hater;en;0
rohit hater;en;0
rohit hater;en;0
rohit hater;en;0
messi play rubbish mourinho bench;en;0
messi play rubbish mourinho bench;en;0
messi play rubbish mourinho bench;en;0
messi play rubbish mourinho bench;en;0
seul penser quil club cest bien cdr pari messi neymar mbapp sador tout;fr;0
seul penser quil club cest bien cdr pari messi neymar mbapp sador tout;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
seul penser quil club cest bien cdr pari messi neymar mbapp sador tout;fr;0
seul penser quil club cest bien cdr pari messi neymar mbapp sador tout;fr;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
romero ask messi ronaldo reaction ye messi obvious;en;0
romero ask messi ronaldo reaction ye messi obvious;en;0
romero ask messi ronaldo reaction ye messi obvious;en;0
romero ask messi ronaldo reaction ye messi obvious;en;0
world champion leo messi neymar amp sergio ramo train today;en;1
world champion leo messi neymar amp sergio ramo train today;en;1
world champion leo messi neymar amp sergio ramo train today;en;1
world champion leo messi neymar amp sergio ramo train today;en;1
jespr vont dior joueur psg aussi comm jai jimin messi idk prend quon;fr;0
jespr vont dior joueur psg aussi comm jai jimin messi idk prend quon;fr;0
messi would exist without even new superstar emerg shown better still compar messi;en;0
messi would exist without even new superstar emerg shown better still compar messi;en;0
jespr vont dior joueur psg aussi comm jai jimin messi idk prend quon;fr;0
jespr vont dior joueur psg aussi comm jai jimin messi idk prend quon;fr;0
messi would exist without even new superstar emerg shown better still compar messi;en;0
messi would exist without even new superstar emerg shown better still compar messi;en;0
phil foden plenti offsid game goal messi whole;en;0
phil foden plenti offsid game goal messi whole;en;0
phil foden plenti offsid game goal messi whole;en;0
phil foden plenti offsid game goal messi whole;en;0
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
phil foden manchest unit english messi better mbapp;en;1
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
grealish messi celebr come celebr dor well;en;0
messi;en;0
messi;en;0
messi;en;0
messi;en;0
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
real madrid fan cant accept messi goat cring;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
hard lionel messi even cristiano ronaldo tri didnt come close;en;0
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
antonio cont messi capac solv situat talk best player world;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
best messi video ive ever seen;en;1
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
three player provid assist europ top five leagu season lionel messi neymar kevin bru;en;0
rare clip messi;en;0
rare clip messi;en;0
rare clip messi;en;0
